id	name	min	max	default	flags
1557	STEP SEQ Assign 3 Transient	0	5	0	0x420600
1558	STEP SEQ Assign 4 Transient	0	5	0	0x420600
1559	STEP SEQ Assign Flag	0	-1	0	0x420601
1574	STEP SEQ Note (voice 1)	0	127	36	0x430600
1575	STEP SEQ Note (voice 2)	0	127	36	0x430600
1576	STEP SEQ Note (voice 3)	0	127	36	0x430600
1577	STEP SEQ Note (voice 4)	0	127	36	0x430600
1578	STEP SEQ Note (voice 5)	0	127	36	0x430600
1579	STEP SEQ Note (voice 6)	0	127	36	0x430600
1580	STEP SEQ Note (voice 7)	0	127	36	0x430600
1581	STEP SEQ Note (voice 8)	0	127	36	0x430600
1582	STEP SEQ Velo (voice 1)	0	127	0	0x430600
1583	STEP SEQ Velo (voice 2)	0	127	0	0x430600
1584	STEP SEQ Velo (voice 3)	0	127	0	0x430600
1585	STEP SEQ Velo (voice 4)	0	127	0	0x430600
1586	STEP SEQ Velo (voice 5)	0	127	0	0x430600
1587	STEP SEQ Velo (voice 6)	0	127	0	0x430600
1588	STEP SEQ Velo (voice 7)	0	127	0	0x430600
1589	STEP SEQ Velo (voice 8)	0	127	0	0x430600
1590	STEP SEQ Gate (voice 1)	1	100	50	0x430600
1591	STEP SEQ Gate (voice 2)	1	100	50	0x430600
1592	STEP SEQ Gate (voice 3)	1	100	50	0x430600
1593	STEP SEQ Gate (voice 4)	1	100	50	0x430600
1594	STEP SEQ Gate (voice 5)	1	100	50	0x430600
1595	STEP SEQ Gate (voice 6)	1	100	50	0x430600
1596	STEP SEQ Gate (voice 7)	1	100	50	0x430600
1597	STEP SEQ Gate (voice 8)	1	100	50	0x430600
1598	STEP SEQ Note Flag	0	-1	0	0x430601
1599	STEP SEQ Slide Flag	0	-1	0	0x430601
1600	STEP SEQ Mute Flag	0	-1	0	0x430601
1601	STEP SEQ Assign 1 Target	0	-1	0	0x430601
1602	STEP SEQ Assign 2 Target	0	-1	0	0x430601
1603	STEP SEQ Assign 3 Target	0	-1	0	0x430601
1604	STEP SEQ Assign 4 Target	0	-1	0	0x430601
1605	STEP SEQ Assign 1 Value	0	-1	0	0x430601
1606	STEP SEQ Assign 2 Value	0	-1	0	0x430601
1607	STEP SEQ Assign 3 Value	0	-1	0	0x430601
1608	STEP SEQ Assign 4 Value	0	-1	0	0x430601
1609	STEP SEQ Assign 1 Transient	0	5	0	0x430600
1610	STEP SEQ Assign 2 Transient	0	5	0	0x430600
1611	STEP SEQ Assign 3 Transient	0	5	0	0x430600
1612	STEP SEQ Assign 4 Transient	0	5	0	0x430600
1613	STEP SEQ Assign Flag	0	-1	0	0x430601
1628	STEP SEQ Note (voice 1)	0	127	36	0x440600
1629	STEP SEQ Note (voice 2)	0	127	36	0x440600
1630	STEP SEQ Note (voice 3)	0	127	36	0x440600
1631	STEP SEQ Note (voice 4)	0	127	36	0x440600
1632	STEP SEQ Note (voice 5)	0	127	36	0x440600
1633	STEP SEQ Note (voice 6)	0	127	36	0x440600
1634	STEP SEQ Note (voice 7)	0	127	36	0x440600
1635	STEP SEQ Note (voice 8)	0	127	36	0x440600
1636	STEP SEQ Velo (voice 1)	0	127	0	0x440600
1637	STEP SEQ Velo (voice 2)	0	127	0	0x440600
1638	STEP SEQ Velo (voice 3)	0	127	0	0x440600
1639	STEP SEQ Velo (voice 4)	0	127	0	0x440600
1640	STEP SEQ Velo (voice 5)	0	127	0	0x440600
1641	STEP SEQ Velo (voice 6)	0	127	0	0x440600
1642	STEP SEQ Velo (voice 7)	0	127	0	0x440600
1643	STEP SEQ Velo (voice 8)	0	127	0	0x440600
1644	STEP SEQ Gate (voice 1)	1	100	50	0x440600
1645	STEP SEQ Gate (voice 2)	1	100	50	0x440600
1646	STEP SEQ Gate (voice 3)	1	100	50	0x440600
1647	STEP SEQ Gate (voice 4)	1	100	50	0x440600
1648	STEP SEQ Gate (voice 5)	1	100	50	0x440600
1649	STEP SEQ Gate (voice 6)	1	100	50	0x440600
1650	STEP SEQ Gate (voice 7)	1	100	50	0x440600
1651	STEP SEQ Gate (voice 8)	1	100	50	0x440600
1652	STEP SEQ Note Flag	0	-1	0	0x440601
1653	STEP SEQ Slide Flag	0	-1	0	0x440601
1654	STEP SEQ Mute Flag	0	-1	0	0x440601
1655	STEP SEQ Assign 1 Target	0	-1	0	0x440601
1656	STEP SEQ Assign 2 Target	0	-1	0	0x440601
1657	STEP SEQ Assign 3 Target	0	-1	0	0x440601
1658	STEP SEQ Assign 4 Target	0	-1	0	0x440601
1659	STEP SEQ Assign 1 Value	0	-1	0	0x440601
1660	STEP SEQ Assign 2 Value	0	-1	0	0x440601
1661	STEP SEQ Assign 3 Value	0	-1	0	0x440601
1662	STEP SEQ Assign 4 Value	0	-1	0	0x440601
1663	STEP SEQ Assign 1 Transient	0	5	0	0x440600
1664	STEP SEQ Assign 2 Transient	0	5	0	0x440600
1665	STEP SEQ Assign 3 Transient	0	5	0	0x440600
1666	STEP SEQ Assign 4 Transient	0	5	0	0x440600
1667	STEP SEQ Assign Flag	0	-1	0	0x440601
1682	STEP SEQ Note (voice 1)	0	127	36	0x450600
1683	STEP SEQ Note (voice 2)	0	127	36	0x450600
1684	STEP SEQ Note (voice 3)	0	127	36	0x450600
1685	STEP SEQ Note (voice 4)	0	127	36	0x450600
1686	STEP SEQ Note (voice 5)	0	127	36	0x450600
1687	STEP SEQ Note (voice 6)	0	127	36	0x450600
1688	STEP SEQ Note (voice 7)	0	127	36	0x450600
1689	STEP SEQ Note (voice 8)	0	127	36	0x450600
1690	STEP SEQ Velo (voice 1)	0	127	0	0x450600
1691	STEP SEQ Velo (voice 2)	0	127	0	0x450600
1692	STEP SEQ Velo (voice 3)	0	127	0	0x450600
1693	STEP SEQ Velo (voice 4)	0	127	0	0x450600
1694	STEP SEQ Velo (voice 5)	0	127	0	0x450600
1695	STEP SEQ Velo (voice 6)	0	127	0	0x450600
1696	STEP SEQ Velo (voice 7)	0	127	0	0x450600
1697	STEP SEQ Velo (voice 8)	0	127	0	0x450600
1698	STEP SEQ Gate (voice 1)	1	100	50	0x450600
1699	STEP SEQ Gate (voice 2)	1	100	50	0x450600
1700	STEP SEQ Gate (voice 3)	1	100	50	0x450600
1701	STEP SEQ Gate (voice 4)	1	100	50	0x450600
1702	STEP SEQ Gate (voice 5)	1	100	50	0x450600
1703	STEP SEQ Gate (voice 6)	1	100	50	0x450600
1704	STEP SEQ Gate (voice 7)	1	100	50	0x450600
1705	STEP SEQ Gate (voice 8)	1	100	50	0x450600
1706	STEP SEQ Note Flag	0	-1	0	0x450601
1707	STEP SEQ Slide Flag	0	-1	0	0x450601
1708	STEP SEQ Mute Flag	0	-1	0	0x450601
1709	STEP SEQ Assign 1 Target	0	-1	0	0x450601
1710	STEP SEQ Assign 2 Target	0	-1	0	0x450601
1711	STEP SEQ Assign 3 Target	0	-1	0	0x450601
1712	STEP SEQ Assign 4 Target	0	-1	0	0x450601
1713	STEP SEQ Assign 1 Value	0	-1	0	0x450601
1714	STEP SEQ Assign 2 Value	0	-1	0	0x450601
1715	STEP SEQ Assign 3 Value	0	-1	0	0x450601
1716	STEP SEQ Assign 4 Value	0	-1	0	0x450601
1717	STEP SEQ Assign 1 Transient	0	5	0	0x450600
1718	STEP SEQ Assign 2 Transient	0	5	0	0x450600
1719	STEP SEQ Assign 3 Transient	0	5	0	0x450600
1720	STEP SEQ Assign 4 Transient	0	5	0	0x450600
1721	STEP SEQ Assign Flag	0	-1	0	0x450601
1736	STEP SEQ Note (voice 1)	0	127	36	0x460600
1737	STEP SEQ Note (voice 2)	0	127	36	0x460600
1738	STEP SEQ Note (voice 3)	0	127	36	0x460600
1739	STEP SEQ Note (voice 4)	0	127	36	0x460600
1740	STEP SEQ Note (voice 5)	0	127	36	0x460600
1741	STEP SEQ Note (voice 6)	0	127	36	0x460600
1742	STEP SEQ Note (voice 7)	0	127	36	0x460600
1743	STEP SEQ Note (voice 8)	0	127	36	0x460600
1744	STEP SEQ Velo (voice 1)	0	127	0	0x460600
1745	STEP SEQ Velo (voice 2)	0	127	0	0x460600
1746	STEP SEQ Velo (voice 3)	0	127	0	0x460600
1747	STEP SEQ Velo (voice 4)	0	127	0	0x460600
1748	STEP SEQ Velo (voice 5)	0	127	0	0x460600
1749	STEP SEQ Velo (voice 6)	0	127	0	0x460600
1750	STEP SEQ Velo (voice 7)	0	127	0	0x460600
1751	STEP SEQ Velo (voice 8)	0	127	0	0x460600
1752	STEP SEQ Gate (voice 1)	1	100	50	0x460600
1753	STEP SEQ Gate (voice 2)	1	100	50	0x460600
1754	STEP SEQ Gate (voice 3)	1	100	50	0x460600
1755	STEP SEQ Gate (voice 4)	1	100	50	0x460600
1756	STEP SEQ Gate (voice 5)	1	100	50	0x460600
1757	STEP SEQ Gate (voice 6)	1	100	50	0x460600
1758	STEP SEQ Gate (voice 7)	1	100	50	0x460600
1759	STEP SEQ Gate (voice 8)	1	100	50	0x460600
1760	STEP SEQ Note Flag	0	-1	0	0x460601
1761	STEP SEQ Slide Flag	0	-1	0	0x460601
1762	STEP SEQ Mute Flag	0	-1	0	0x460601
1763	STEP SEQ Assign 1 Target	0	-1	0	0x460601
1764	STEP SEQ Assign 2 Target	0	-1	0	0x460601
1765	STEP SEQ Assign 3 Target	0	-1	0	0x460601
1766	STEP SEQ Assign 4 Target	0	-1	0	0x460601
1767	STEP SEQ Assign 1 Value	0	-1	0	0x460601
1768	STEP SEQ Assign 2 Value	0	-1	0	0x460601
1769	STEP SEQ Assign 3 Value	0	-1	0	0x460601
1770	STEP SEQ Assign 4 Value	0	-1	0	0x460601
1771	STEP SEQ Assign 1 Transient	0	5	0	0x460600
1772	STEP SEQ Assign 2 Transient	0	5	0	0x460600
1773	STEP SEQ Assign 3 Transient	0	5	0	0x460600
1774	STEP SEQ Assign 4 Transient	0	5	0	0x460600
1775	STEP SEQ Assign Flag	0	-1	0	0x460601
1790	STEP SEQ Note (voice 1)	0	127	36	0x470600
1791	STEP SEQ Note (voice 2)	0	127	36	0x470600
1792	STEP SEQ Note (voice 3)	0	127	36	0x470600
1793	STEP SEQ Note (voice 4)	0	127	36	0x470600
1794	STEP SEQ Note (voice 5)	0	127	36	0x470600
1795	STEP SEQ Note (voice 6)	0	127	36	0x470600
1796	STEP SEQ Note (voice 7)	0	127	36	0x470600
1797	STEP SEQ Note (voice 8)	0	127	36	0x470600
1798	STEP SEQ Velo (voice 1)	0	127	0	0x470600
1799	STEP SEQ Velo (voice 2)	0	127	0	0x470600
1800	STEP SEQ Velo (voice 3)	0	127	0	0x470600
1801	STEP SEQ Velo (voice 4)	0	127	0	0x470600
1802	STEP SEQ Velo (voice 5)	0	127	0	0x470600
1803	STEP SEQ Velo (voice 6)	0	127	0	0x470600
1804	STEP SEQ Velo (voice 7)	0	127	0	0x470600
1805	STEP SEQ Velo (voice 8)	0	127	0	0x470600
1806	STEP SEQ Gate (voice 1)	1	100	50	0x470600
1807	STEP SEQ Gate (voice 2)	1	100	50	0x470600
1808	STEP SEQ Gate (voice 3)	1	100	50	0x470600
1809	STEP SEQ Gate (voice 4)	1	100	50	0x470600
1810	STEP SEQ Gate (voice 5)	1	100	50	0x470600
1811	STEP SEQ Gate (voice 6)	1	100	50	0x470600
1812	STEP SEQ Gate (voice 7)	1	100	50	0x470600
1813	STEP SEQ Gate (voice 8)	1	100	50	0x470600
1814	STEP SEQ Note Flag	0	-1	0	0x470601
1815	STEP SEQ Slide Flag	0	-1	0	0x470601
1816	STEP SEQ Mute Flag	0	-1	0	0x470601
1817	STEP SEQ Assign 1 Target	0	-1	0	0x470601
1818	STEP SEQ Assign 2 Target	0	-1	0	0x470601
1819	STEP SEQ Assign 3 Target	0	-1	0	0x470601
1820	STEP SEQ Assign 4 Target	0	-1	0	0x470601
1821	STEP SEQ Assign 1 Value	0	-1	0	0x470601
1822	STEP SEQ Assign 2 Value	0	-1	0	0x470601
1823	STEP SEQ Assign 3 Value	0	-1	0	0x470601
1824	STEP SEQ Assign 4 Value	0	-1	0	0x470601
1825	STEP SEQ Assign 1 Transient	0	5	0	0x470600
1826	STEP SEQ Assign 2 Transient	0	5	0	0x470600
1827	STEP SEQ Assign 3 Transient	0	5	0	0x470600
1828	STEP SEQ Assign 4 Transient	0	5	0	0x470600
1829	STEP SEQ Assign Flag	0	-1	0	0x470601
1844	STEP SEQ Note (voice 1)	0	127	36	0x480600
1845	STEP SEQ Note (voice 2)	0	127	36	0x480600
1846	STEP SEQ Note (voice 3)	0	127	36	0x480600
1847	STEP SEQ Note (voice 4)	0	127	36	0x480600
1848	STEP SEQ Note (voice 5)	0	127	36	0x480600
1849	STEP SEQ Note (voice 6)	0	127	36	0x480600
1850	STEP SEQ Note (voice 7)	0	127	36	0x480600
1851	STEP SEQ Note (voice 8)	0	127	36	0x480600
1852	STEP SEQ Velo (voice 1)	0	127	0	0x480600
1853	STEP SEQ Velo (voice 2)	0	127	0	0x480600
1854	STEP SEQ Velo (voice 3)	0	127	0	0x480600
1855	STEP SEQ Velo (voice 4)	0	127	0	0x480600
1856	STEP SEQ Velo (voice 5)	0	127	0	0x480600
1857	STEP SEQ Velo (voice 6)	0	127	0	0x480600
1858	STEP SEQ Velo (voice 7)	0	127	0	0x480600
1859	STEP SEQ Velo (voice 8)	0	127	0	0x480600
1860	STEP SEQ Gate (voice 1)	1	100	50	0x480600
1861	STEP SEQ Gate (voice 2)	1	100	50	0x480600
1862	STEP SEQ Gate (voice 3)	1	100	50	0x480600
1863	STEP SEQ Gate (voice 4)	1	100	50	0x480600
1864	STEP SEQ Gate (voice 5)	1	100	50	0x480600
1865	STEP SEQ Gate (voice 6)	1	100	50	0x480600
1866	STEP SEQ Gate (voice 7)	1	100	50	0x480600
1867	STEP SEQ Gate (voice 8)	1	100	50	0x480600
1868	STEP SEQ Note Flag	0	-1	0	0x480601
1869	STEP SEQ Slide Flag	0	-1	0	0x480601
1870	STEP SEQ Mute Flag	0	-1	0	0x480601
1871	STEP SEQ Assign 1 Target	0	-1	0	0x480601
1872	STEP SEQ Assign 2 Target	0	-1	0	0x480601
1873	STEP SEQ Assign 3 Target	0	-1	0	0x480601
1874	STEP SEQ Assign 4 Target	0	-1	0	0x480601
1875	STEP SEQ Assign 1 Value	0	-1	0	0x480601
1876	STEP SEQ Assign 2 Value	0	-1	0	0x480601
1877	STEP SEQ Assign 3 Value	0	-1	0	0x480601
1878	STEP SEQ Assign 4 Value	0	-1	0	0x480601
1879	STEP SEQ Assign 1 Transient	0	5	0	0x480600
1880	STEP SEQ Assign 2 Transient	0	5	0	0x480600
1881	STEP SEQ Assign 3 Transient	0	5	0	0x480600
1882	STEP SEQ Assign 4 Transient	0	5	0	0x480600
1883	STEP SEQ Assign Flag	0	-1	0	0x480601
1898	STEP SEQ Note (voice 1)	0	127	36	0x490600
1899	STEP SEQ Note (voice 2)	0	127	36	0x490600
1900	STEP SEQ Note (voice 3)	0	127	36	0x490600
1901	STEP SEQ Note (voice 4)	0	127	36	0x490600
1902	STEP SEQ Note (voice 5)	0	127	36	0x490600
1903	STEP SEQ Note (voice 6)	0	127	36	0x490600
1904	STEP SEQ Note (voice 7)	0	127	36	0x490600
1905	STEP SEQ Note (voice 8)	0	127	36	0x490600
1906	STEP SEQ Velo (voice 1)	0	127	0	0x490600
1907	STEP SEQ Velo (voice 2)	0	127	0	0x490600
1908	STEP SEQ Velo (voice 3)	0	127	0	0x490600
1909	STEP SEQ Velo (voice 4)	0	127	0	0x490600
1910	STEP SEQ Velo (voice 5)	0	127	0	0x490600
1911	STEP SEQ Velo (voice 6)	0	127	0	0x490600
1912	STEP SEQ Velo (voice 7)	0	127	0	0x490600
1913	STEP SEQ Velo (voice 8)	0	127	0	0x490600
1914	STEP SEQ Gate (voice 1)	1	100	50	0x490600
1915	STEP SEQ Gate (voice 2)	1	100	50	0x490600
1916	STEP SEQ Gate (voice 3)	1	100	50	0x490600
1917	STEP SEQ Gate (voice 4)	1	100	50	0x490600
1918	STEP SEQ Gate (voice 5)	1	100	50	0x490600
1919	STEP SEQ Gate (voice 6)	1	100	50	0x490600
1920	STEP SEQ Gate (voice 7)	1	100	50	0x490600
1921	STEP SEQ Gate (voice 8)	1	100	50	0x490600
1922	STEP SEQ Note Flag	0	-1	0	0x490601
1923	STEP SEQ Slide Flag	0	-1	0	0x490601
1924	STEP SEQ Mute Flag	0	-1	0	0x490601
1925	STEP SEQ Assign 1 Target	0	-1	0	0x490601
1926	STEP SEQ Assign 2 Target	0	-1	0	0x490601
1927	STEP SEQ Assign 3 Target	0	-1	0	0x490601
1928	STEP SEQ Assign 4 Target	0	-1	0	0x490601
1929	STEP SEQ Assign 1 Value	0	-1	0	0x490601
1930	STEP SEQ Assign 2 Value	0	-1	0	0x490601
1931	STEP SEQ Assign 3 Value	0	-1	0	0x490601
1932	STEP SEQ Assign 4 Value	0	-1	0	0x490601
1933	STEP SEQ Assign 1 Transient	0	5	0	0x490600
1934	STEP SEQ Assign 2 Transient	0	5	0	0x490600
1935	STEP SEQ Assign 3 Transient	0	5	0	0x490600
1936	STEP SEQ Assign 4 Transient	0	5	0	0x490600
1937	STEP SEQ Assign Flag	0	-1	0	0x490601
1952	STEP SEQ Note (voice 1)	0	127	36	0x4a0600
1953	STEP SEQ Note (voice 2)	0	127	36	0x4a0600
1954	STEP SEQ Note (voice 3)	0	127	36	0x4a0600
1955	STEP SEQ Note (voice 4)	0	127	36	0x4a0600
1956	STEP SEQ Note (voice 5)	0	127	36	0x4a0600
1957	STEP SEQ Note (voice 6)	0	127	36	0x4a0600
1958	STEP SEQ Note (voice 7)	0	127	36	0x4a0600
1959	STEP SEQ Note (voice 8)	0	127	36	0x4a0600
1960	STEP SEQ Velo (voice 1)	0	127	0	0x4a0600
1961	STEP SEQ Velo (voice 2)	0	127	0	0x4a0600
1962	STEP SEQ Velo (voice 3)	0	127	0	0x4a0600
1963	STEP SEQ Velo (voice 4)	0	127	0	0x4a0600
1964	STEP SEQ Velo (voice 5)	0	127	0	0x4a0600
1965	STEP SEQ Velo (voice 6)	0	127	0	0x4a0600
1966	STEP SEQ Velo (voice 7)	0	127	0	0x4a0600
1967	STEP SEQ Velo (voice 8)	0	127	0	0x4a0600
1968	STEP SEQ Gate (voice 1)	1	100	50	0x4a0600
1969	STEP SEQ Gate (voice 2)	1	100	50	0x4a0600
1970	STEP SEQ Gate (voice 3)	1	100	50	0x4a0600
1971	STEP SEQ Gate (voice 4)	1	100	50	0x4a0600
1972	STEP SEQ Gate (voice 5)	1	100	50	0x4a0600
1973	STEP SEQ Gate (voice 6)	1	100	50	0x4a0600
1974	STEP SEQ Gate (voice 7)	1	100	50	0x4a0600
1975	STEP SEQ Gate (voice 8)	1	100	50	0x4a0600
1976	STEP SEQ Note Flag	0	-1	0	0x4a0601
1977	STEP SEQ Slide Flag	0	-1	0	0x4a0601
1978	STEP SEQ Mute Flag	0	-1	0	0x4a0601
1979	STEP SEQ Assign 1 Target	0	-1	0	0x4a0601
1980	STEP SEQ Assign 2 Target	0	-1	0	0x4a0601
1981	STEP SEQ Assign 3 Target	0	-1	0	0x4a0601
1982	STEP SEQ Assign 4 Target	0	-1	0	0x4a0601
1983	STEP SEQ Assign 1 Value	0	-1	0	0x4a0601
1984	STEP SEQ Assign 2 Value	0	-1	0	0x4a0601
1985	STEP SEQ Assign 3 Value	0	-1	0	0x4a0601
1986	STEP SEQ Assign 4 Value	0	-1	0	0x4a0601
1987	STEP SEQ Assign 1 Transient	0	5	0	0x4a0600
1988	STEP SEQ Assign 2 Transient	0	5	0	0x4a0600
1989	STEP SEQ Assign 3 Transient	0	5	0	0x4a0600
1990	STEP SEQ Assign 4 Transient	0	5	0	0x4a0600
1991	STEP SEQ Assign Flag	0	-1	0	0x4a0601
2006	STEP SEQ Note (voice 1)	0	127	36	0x4b0600
2007	STEP SEQ Note (voice 2)	0	127	36	0x4b0600
2008	STEP SEQ Note (voice 3)	0	127	36	0x4b0600
2009	STEP SEQ Note (voice 4)	0	127	36	0x4b0600
2010	STEP SEQ Note (voice 5)	0	127	36	0x4b0600
2011	STEP SEQ Note (voice 6)	0	127	36	0x4b0600
2012	STEP SEQ Note (voice 7)	0	127	36	0x4b0600
2013	STEP SEQ Note (voice 8)	0	127	36	0x4b0600
2014	STEP SEQ Velo (voice 1)	0	127	0	0x4b0600
2015	STEP SEQ Velo (voice 2)	0	127	0	0x4b0600
2016	STEP SEQ Velo (voice 3)	0	127	0	0x4b0600
2017	STEP SEQ Velo (voice 4)	0	127	0	0x4b0600
2018	STEP SEQ Velo (voice 5)	0	127	0	0x4b0600
2019	STEP SEQ Velo (voice 6)	0	127	0	0x4b0600
2020	STEP SEQ Velo (voice 7)	0	127	0	0x4b0600
2021	STEP SEQ Velo (voice 8)	0	127	0	0x4b0600
2022	STEP SEQ Gate (voice 1)	1	100	50	0x4b0600
2023	STEP SEQ Gate (voice 2)	1	100	50	0x4b0600
2024	STEP SEQ Gate (voice 3)	1	100	50	0x4b0600
2025	STEP SEQ Gate (voice 4)	1	100	50	0x4b0600
2026	STEP SEQ Gate (voice 5)	1	100	50	0x4b0600
2027	STEP SEQ Gate (voice 6)	1	100	50	0x4b0600
2028	STEP SEQ Gate (voice 7)	1	100	50	0x4b0600
2029	STEP SEQ Gate (voice 8)	1	100	50	0x4b0600
2030	STEP SEQ Note Flag	0	-1	0	0x4b0601
2031	STEP SEQ Slide Flag	0	-1	0	0x4b0601
2032	STEP SEQ Mute Flag	0	-1	0	0x4b0601
2033	STEP SEQ Assign 1 Target	0	-1	0	0x4b0601
2034	STEP SEQ Assign 2 Target	0	-1	0	0x4b0601
2035	STEP SEQ Assign 3 Target	0	-1	0	0x4b0601
2036	STEP SEQ Assign 4 Target	0	-1	0	0x4b0601
2037	STEP SEQ Assign 1 Value	0	-1	0	0x4b0601
2038	STEP SEQ Assign 2 Value	0	-1	0	0x4b0601
2039	STEP SEQ Assign 3 Value	0	-1	0	0x4b0601
2040	STEP SEQ Assign 4 Value	0	-1	0	0x4b0601
2041	STEP SEQ Assign 1 Transient	0	5	0	0x4b0600
2042	STEP SEQ Assign 2 Transient	0	5	0	0x4b0600
2043	STEP SEQ Assign 3 Transient	0	5	0	0x4b0600
2044	STEP SEQ Assign 4 Transient	0	5	0	0x4b0600
2045	STEP SEQ Assign Flag	0	-1	0	0x4b0601
2060	STEP SEQ Note (voice 1)	0	127	36	0x4c0600
2061	STEP SEQ Note (voice 2)	0	127	36	0x4c0600
2062	STEP SEQ Note (voice 3)	0	127	36	0x4c0600
2063	STEP SEQ Note (voice 4)	0	127	36	0x4c0600
2064	STEP SEQ Note (voice 5)	0	127	36	0x4c0600
2065	STEP SEQ Note (voice 6)	0	127	36	0x4c0600
2066	STEP SEQ Note (voice 7)	0	127	36	0x4c0600
2067	STEP SEQ Note (voice 8)	0	127	36	0x4c0600
2068	STEP SEQ Velo (voice 1)	0	127	0	0x4c0600
2069	STEP SEQ Velo (voice 2)	0	127	0	0x4c0600
2070	STEP SEQ Velo (voice 3)	0	127	0	0x4c0600
2071	STEP SEQ Velo (voice 4)	0	127	0	0x4c0600
2072	STEP SEQ Velo (voice 5)	0	127	0	0x4c0600
2073	STEP SEQ Velo (voice 6)	0	127	0	0x4c0600
2074	STEP SEQ Velo (voice 7)	0	127	0	0x4c0600
2075	STEP SEQ Velo (voice 8)	0	127	0	0x4c0600
2076	STEP SEQ Gate (voice 1)	1	100	50	0x4c0600
2077	STEP SEQ Gate (voice 2)	1	100	50	0x4c0600
2078	STEP SEQ Gate (voice 3)	1	100	50	0x4c0600
2079	STEP SEQ Gate (voice 4)	1	100	50	0x4c0600
2080	STEP SEQ Gate (voice 5)	1	100	50	0x4c0600
2081	STEP SEQ Gate (voice 6)	1	100	50	0x4c0600
2082	STEP SEQ Gate (voice 7)	1	100	50	0x4c0600
2083	STEP SEQ Gate (voice 8)	1	100	50	0x4c0600
2084	STEP SEQ Note Flag	0	-1	0	0x4c0601
2085	STEP SEQ Slide Flag	0	-1	0	0x4c0601
2086	STEP SEQ Mute Flag	0	-1	0	0x4c0601
2087	STEP SEQ Assign 1 Target	0	-1	0	0x4c0601
2088	STEP SEQ Assign 2 Target	0	-1	0	0x4c0601
2089	STEP SEQ Assign 3 Target	0	-1	0	0x4c0601
2090	STEP SEQ Assign 4 Target	0	-1	0	0x4c0601
2091	STEP SEQ Assign 1 Value	0	-1	0	0x4c0601
2092	STEP SEQ Assign 2 Value	0	-1	0	0x4c0601
2093	STEP SEQ Assign 3 Value	0	-1	0	0x4c0601
2094	STEP SEQ Assign 4 Value	0	-1	0	0x4c0601
2095	STEP SEQ Assign 1 Transient	0	5	0	0x4c0600
2096	STEP SEQ Assign 2 Transient	0	5	0	0x4c0600
2097	STEP SEQ Assign 3 Transient	0	5	0	0x4c0600
2098	STEP SEQ Assign 4 Transient	0	5	0	0x4c0600
2099	STEP SEQ Assign Flag	0	-1	0	0x4c0601
2114	STEP SEQ Note (voice 1)	0	127	36	0x4d0600
2115	STEP SEQ Note (voice 2)	0	127	36	0x4d0600
2116	STEP SEQ Note (voice 3)	0	127	36	0x4d0600
2117	STEP SEQ Note (voice 4)	0	127	36	0x4d0600
2118	STEP SEQ Note (voice 5)	0	127	36	0x4d0600
2119	STEP SEQ Note (voice 6)	0	127	36	0x4d0600
2120	STEP SEQ Note (voice 7)	0	127	36	0x4d0600
2121	STEP SEQ Note (voice 8)	0	127	36	0x4d0600
2122	STEP SEQ Velo (voice 1)	0	127	0	0x4d0600
2123	STEP SEQ Velo (voice 2)	0	127	0	0x4d0600
2124	STEP SEQ Velo (voice 3)	0	127	0	0x4d0600
2125	STEP SEQ Velo (voice 4)	0	127	0	0x4d0600
2126	STEP SEQ Velo (voice 5)	0	127	0	0x4d0600
2127	STEP SEQ Velo (voice 6)	0	127	0	0x4d0600
2128	STEP SEQ Velo (voice 7)	0	127	0	0x4d0600
2129	STEP SEQ Velo (voice 8)	0	127	0	0x4d0600
2130	STEP SEQ Gate (voice 1)	1	100	50	0x4d0600
2131	STEP SEQ Gate (voice 2)	1	100	50	0x4d0600
2132	STEP SEQ Gate (voice 3)	1	100	50	0x4d0600
2133	STEP SEQ Gate (voice 4)	1	100	50	0x4d0600
2134	STEP SEQ Gate (voice 5)	1	100	50	0x4d0600
2135	STEP SEQ Gate (voice 6)	1	100	50	0x4d0600
2136	STEP SEQ Gate (voice 7)	1	100	50	0x4d0600
2137	STEP SEQ Gate (voice 8)	1	100	50	0x4d0600
2138	STEP SEQ Note Flag	0	-1	0	0x4d0601
2139	STEP SEQ Slide Flag	0	-1	0	0x4d0601
2140	STEP SEQ Mute Flag	0	-1	0	0x4d0601
2141	STEP SEQ Assign 1 Target	0	-1	0	0x4d0601
2142	STEP SEQ Assign 2 Target	0	-1	0	0x4d0601
2143	STEP SEQ Assign 3 Target	0	-1	0	0x4d0601
2144	STEP SEQ Assign 4 Target	0	-1	0	0x4d0601
2145	STEP SEQ Assign 1 Value	0	-1	0	0x4d0601
2146	STEP SEQ Assign 2 Value	0	-1	0	0x4d0601
2147	STEP SEQ Assign 3 Value	0	-1	0	0x4d0601
2148	STEP SEQ Assign 4 Value	0	-1	0	0x4d0601
2149	STEP SEQ Assign 1 Transient	0	5	0	0x4d0600
2150	STEP SEQ Assign 2 Transient	0	5	0	0x4d0600
2151	STEP SEQ Assign 3 Transient	0	5	0	0x4d0600
2152	STEP SEQ Assign 4 Transient	0	5	0	0x4d0600
2153	STEP SEQ Assign Flag	0	-1	0	0x4d0601
2168	STEP SEQ Note (voice 1)	0	127	36	0x4e0600
2169	STEP SEQ Note (voice 2)	0	127	36	0x4e0600
2170	STEP SEQ Note (voice 3)	0	127	36	0x4e0600
