rva	name	size	xrefs_to	n_callees	strings
0x2B9C90	sub_7FF91DF19C90	0x5C	0	2	
0x2B9CF0	sub_7FF91DF19CF0	0x5C	0	2	
0x2B9D50	sub_7FF91DF19D50	0xC5	2	4	
0x2B9E20	sub_7FF91DF19E20	0x9D	2	4	
0x2B9EC0	sub_7FF91DF19EC0	0xB0	0	3	
0x2B9F70	sub_7FF91DF19F70	0x3F	1	1	
0x2B9FB0	sub_7FF91DF19FB0	0xD	1	0	
0x2B9FC0	sub_7FF91DF19FC0	0x4	5	0	
0x2B9FD0	sub_7FF91DF19FD0	0x59	1	0	
0x2BA030	sub_7FF91DF1A030	0x7A	4	2	
0x2BA0B0	?_Xlen@?$vector@PEAXV?$allocator@PEAX@std@@@std@@IEBAXXZ_48	0x11	1	1	vector<T> too long
0x2BA0D0	sub_7FF91DF1A0D0	0x8C	2	2	
0x2BA160	sub_7FF91DF1A160	0x42	1	1	
0x2BA1B0	sub_7FF91DF1A1B0	0x83	6	2	
0x2BA240	sub_7FF91DF1A240	0x305	2	5	
0x2BA550	sub_7FF91DF1A550	0x57	0	1	
0x2BA5B0	sub_7FF91DF1A5B0	0x4F	0	1	
0x2BA600	sub_7FF91DF1A600	0x7A4	0	17	2 | table | table | Number 1D table has invalid element. | Number table has invalid element. | Number table has invalid element. | Number table has no element.
0x2BADB0	sub_7FF91DF1ADB0	0x1E7	0	9	2 | table | String table has no element.
0x2BAFA0	sub_7FF91DF1AFA0	0x441	0	11	2 | | | | | , | , | table | , | ,
0x2BB3F0	sub_7FF91DF1B3F0	0x566	0	15	2 | \\ | \ | \c | , | ,  | ,  | table
0x2BB960	sub_7FF91DF1B960	0x42	0	0	
0x2BB9F0	sub_7FF91DF1B9F0	0xAA	0	1	
0x2BBAA0	sub_7FF91DF1BAA0	0xBA	3	0	
0x2BBB60	sub_7FF91DF1BB60	0x20	7	0	
0x2BBB80	sub_7FF91DF1BB80	0x14	1	0	
0x2BBBA0	sub_7FF91DF1BBA0	0x4	1	0	
0x2BBBB0	?_Xlen@?$vector@PEAXV?$allocator@PEAX@std@@@std@@IEBAXXZ_49	0x11	1	1	vector<T> too long
0x2BBBD0	sub_7FF91DF1BBD0	0x42	1	1	
0x2BBC20	sub_7FF91DF1BC20	0x6C	2	2	list<T> too long
0x2BBCB0	sub_7FF91DF1BCB0	0x33	1	0	
0x2BBCF0	sub_7FF91DF1BCF0	0x45	0	1	
0x2BBD40	sub_7FF91DF1BD40	0x1148	0	23	2 | fontFaceName | fontFaceName is invalid. | fontHeight | fontColor | backColor | backgroundColor | backCorner
0x2BCE90	sub_7FF91DF1CE90	0xB	1	0	
0x2BCEA0	sub_7FF91DF1CEA0	0x10D	16	3	
0x2BCFB0	sub_7FF91DF1CFB0	0xE7	0	3	
0x2BD0A0	sub_7FF91DF1D0A0	0x43	4	1	
0x2BD0F0	sub_7FF91DF1D0F0	0xCD	1	3	
0x2BD1F0	sub_7FF91DF1D1F0	0x33	1	1	
0x2BD230	sub_7FF91DF1D230	0x5E	7	1	
0x2BD290	sub_7FF91DF1D290	0x278	9	3	map/set<T> too long
0x2BD510	sub_7FF91DF1D510	0x28F	2	3	map/set<T> too long
0x2BD7A0	sub_7FF91DF1D7A0	0x240	7	5	
0x2BD9E0	sub_7FF91DF1D9E0	0x1CF	1	3	
0x2BDBB0	sub_7FF91DF1DBB0	0x397	2	5	
0x2BDF50	sub_7FF91DF1DF50	0x6A	1	2	
0x2BDFC0	sub_7FF91DF1DFC0	0x1A3	1	6	
0x2BE170	sub_7FF91DF1E170	0x1C	10	0	
0x2BE190	sub_7FF91DF1E190	0x64	4	2	
0x2BE200	sub_7FF91DF1E200	0x13	1	0	
0x2BE220	sub_7FF91DF1E220	0x5E	2	2	
0x2BE280	sub_7FF91DF1E280	0x167	1	3	
0x2BE3F0	sub_7FF91DF1E3F0	0x319	1	16	ios_base::badbit set | ios_base::failbit set | ios_base::eofbit set
0x2BE710	sub_7FF91DF1E710	0xB7	10	3	
0x2BE7D0	sub_7FF91DF1E7D0	0x66	1	0	
0x2BE840	sub_7FF91DF1E840	0x84	1	0	
0x2BE8D0	sub_7FF91DF1E8D0	0xE9	0	3	
0x2BE9C0	sub_7FF91DF1E9C0	0xCE	4	2	
0x2BEA90	sub_7FF91DF1EA90	0x103F	1	24	2 | name | name | Value type is unknown. | range | size | address | range
0x2BFAD0	sub_7FF91DF1FAD0	0x17	3	0	
0x2BFAF0	sub_7FF91DF1FAF0	0x17	1	0	
0x2BFB20	sub_7FF91DF1FB20	0x17C	0	10	2 | Value address range exceeds parent struc
0x2BFCA0	sub_7FF91DF1FCA0	0x3E5	5	13	2 | , type=%s,  | range=%ld %ld | , default=%ld,  | value=%ld | , default= | %c | , value=
0x2C0090	sub_7FF91DF20090	0x42	0	2	
0x2C00E0	sub_7FF91DF200E0	0x15A	1	2	
0x2C0240	sub_7FF91DF20240	0x3	0	0	
0x2C0250	sub_7FF91DF20250	0x1A	2	0	
0x2C0270	sub_7FF91DF20270	0x4B	0	2	
0x2C02C0	sub_7FF91DF202C0	0x1A	16	0	
0x2C02E0	sub_7FF91DF202E0	0x3E0	0	1	H | H | H | H | H | H | H | H
0x2C06C0	sub_7FF91DF206C0	0x15F	0	7	2
0x2C0820	sub_7FF91DF20820	0x7B	0	1	
0x2C08A0	sub_7FF91DF208A0	0x4D	4	2	
0x2C08F0	sub_7FF91DF208F0	0x10	12	0	
0x2C0900	sub_7FF91DF20900	0x7	3	0	
0x2C0910	sub_7FF91DF20910	0x10	1	0	
0x2C0920	sub_7FF91DF20920	0x107	0	1	%li,%li%c | %li%c,%li%c | @ | @ | @
0x2C0A30	sub_7FF91DF20A30	0x71	0	1	%li%c | @
0x2C0AB0	sub_7FF91DF20AB0	0x17D	0	9	2
0x2C0C30	sub_7FF91DF20C30	0x71	0	2	
0x2C0CB0	sub_7FF91DF20CB0	0xE1	0	7	
0x2C0DA0	nullsub_887	0x3	0	0	
0x2C0DB0	sub_7FF91DF20DB0	0x42	0	2	
0x2C0E00	sub_7FF91DF20E00	0x42	0	2	
0x2C0E50	sub_7FF91DF20E50	0x4D	0	1	
0x2C0EA0	sub_7FF91DF20EA0	0x394	0	1	H | H | H | H | H | H | H | H
0x2C1240	sub_7FF91DF21240	0x1C8	0	11	2
0x2C1410	sub_7FF91DF21410	0xB6	0	2	
0x2C14E0	sub_7FF91DF214E0	0x366	1	5	int1x7 | int2x7 | int3x7 | int4x7 | int5x7 | int2x4 | int3x4 | int4x4
0x2C1850	sub_7FF91DF21850	0xB33	1	14	2 | int1x7 | int2x7 | int3x7 | int4x7 | int5x7 | int2x4 | int3x4
0x2C2390	sub_7FF91DF22390	0x27	0	1	
0x2C23C0	sub_7FF91DF223C0	0x388	1	12	2 | %s, %d > %d
 | %s, %s > %s

0x2C2790	sub_7FF91DF22790	0x140	0	9	2
0x2C28D0	sub_7FF91DF228D0	0x37	1	1	
0x2C2910	sub_7FF91DF22910	0x3F	1	1	
0x2C2950	sub_7FF91DF22950	0x3F	1	1	
0x2C2990	sub_7FF91DF22990	0x6C	4	2	
0x2C2A00	sub_7FF91DF22A00	0xB7	2	3	
0x2C2AC0	sub_7FF91DF22AC0	0x355	1	2	
0x2C2E20	sub_7FF91DF22E20	0xD	1	0	
0x2C2E30	sub_7FF91DF22E30	0xD	1	0	
0x2C2E40	sub_7FF91DF22E40	0x55	2	0	
0x2C2EA0	sub_7FF91DF22EA0	0x59	1	0	
0x2C2F00	sub_7FF91DF22F00	0x59	4	0	
0x2C2F60	sub_7FF91DF22F60	0x8C	2	2	
0x2C2FF0	sub_7FF91DF22FF0	0x42	2	1	
0x2C3040	sub_7FF91DF23040	0x1A9	1	4	
0x2C31F0	sub_7FF91DF231F0	0x3	4	0	
0x2C3200	sub_7FF91DF23200	0x21B	1	4	
0x2C3420	sub_7FF91DF23420	0x30	1	1	
0x2C3450	sub_7FF91DF23450	0x29	2	1	
0x2C3480	sub_7FF91DF23480	0x24	20	0	
0x2C34B0	sub_7FF91DF234B0	0x5	1	0	
0x2C34C0	sub_7FF91DF234C0	0x3B6	3	13	2 | %ld
0x2C3880	sub_7FF91DF23880	0x82	2	3	Unable to convert value reference name %
0x2C3910	sub_7FF91DF23910	0x87	1	1	
0x2C39A0	sub_7FF91DF239A0	0x87	0	1	
0x2C3A30	sub_7FF91DF23A30	0xC	0	0	
0x2C3A40	sub_7FF91DF23A40	0x4	1	0	
0x2C3A50	?GetLocaleT@_LocaleUpdate@@QEAAPEAU__crt_locale_pointers@@XZ_411	0x5	4	0	
0x2C3A60	sub_7FF91DF23A60	0x2D	2	1	
0x2C3A90	sub_7FF91DF23A90	0x33	0	0	
0x2C3AD0	sub_7FF91DF23AD0	0x72	10	2	
0x2C3B50	sub_7FF91DF23B50	0x2F	8	1	
0x2C3B80	sub_7FF91DF23B80	0x41D	2	10	2 | size | name | position | size | position is invalid. | size is invalid.
0x2C3FA0	sub_7FF91DF23FA0	0xF7	2	6	2 | Unable to associate view.
0x2C40A0	sub_7FF91DF240A0	0xE0	2	5	2 | %s,  | position=%ld %ld,  | size=%ld %ld

0x2C4180	sub_7FF91DF24180	0x9B	2	5	2 | %s

0x2C4220	sub_7FF91DF24220	0x2A4	15	10	2
0x2C44D0	sub_7FF91DF244D0	0x69	2	1	
0x2C4540	sub_7FF91DF24540	0x5F	9	1	
0x2C45A0	sub_7FF91DF245A0	0xDE	0	6	2 | %s : %s : %s

0x2C4680	sub_7FF91DF24680	0xCA	0	6	2 | %s : %s

0x2C4750	sub_7FF91DF24750	0x43	8	1	
0x2C47A0	sub_7FF91DF247A0	0x43	11	1	
0x2C47F0	sub_7FF91DF247F0	0x43	12	1	
0x2C4840	sub_7FF91DF24840	0x10	0	0	
0x2C4850	sub_7FF91DF24850	0x8	8	0	
0x2C4860	sub_7FF91DF24860	0x16	0	0	
0x2C4880	sub_7FF91DF24880	0x7	6	0	
0x2C4890	sub_7FF91DF24890	0x31	2	2	
0x2C48D0	sub_7FF91DF248D0	0xBC	1	6	2 | View/InvertWheel
0x2C4990	sub_7FF91DF24990	0x19	3	0	
0x2C49B0	sub_7FF91DF249B0	0x49	0	1	
0x2C4A00	sub_7FF91DF24A00	0x114	2	3	
0x2C4B20	sub_7FF91DF24B20	0xB6	1	6	
0x2C4BE0	sub_7FF91DF24BE0	0x16	0	1	
0x2C4C00	sub_7FF91DF24C00	0x13	0	0	
0x2C4C20	sub_7FF91DF24C20	0x13	0	0	
0x2C4C40	sub_7FF91DF24C40	0xB9	1	6	2 | View/InvertWheel
0x2C4D00	sub_7FF91DF24D00	0x1A9	1	5	
0x2C4EB0	sub_7FF91DF24EB0	0x1A9	2	5	
0x2C5060	sub_7FF91DF25060	0x1A9	1	5	
0x2C5210	sub_7FF91DF25210	0x2E	1	1	
0x2C5240	sub_7FF91DF25240	0x16B	1	12	Unable to create root panel %s.
 | Unable to convert root panel definition 
0x2C53B0	sub_7FF91DF253B0	0x7E	1	4	
0x2C5430	sub_7FF91DF25430	0x73	1	3	view manager

0x2C54B0	sub_7FF91DF254B0	0x45	1	1	
0x2C5500	sub_7FF91DF25500	0xCA	3	6	
0x2C55D0	sub_7FF91DF255D0	0x48E	2	19	2 | Unable to find panel definition %s.
 | Unable to resolve macros %s.
 | Unable to convert panel from element def | Panel %s unknown tags. :  | %s,  | 
 | Unable to convert child panel definition
0x2C5A60	sub_7FF91DF25A60	0x98	12	4	H
0x2C5B00	?_Xlen@?$vector@PEAXV?$allocator@PEAX@std@@@std@@IEBAXXZ_50	0x11	1	1	vector<T> too long
0x2C5B20	?_Xlen@?$vector@PEAXV?$allocator@PEAX@std@@@std@@IEBAXXZ_51	0x11	1	1	vector<T> too long
0x2C5B40	?_Xlen@?$vector@PEAXV?$allocator@PEAX@std@@@std@@IEBAXXZ_52	0x11	1	1	vector<T> too long
0x2C5B60	sub_7FF91DF25B60	0x42	1	1	
0x2C5BB0	sub_7FF91DF25BB0	0x42	1	1	
0x2C5C00	sub_7FF91DF25C00	0x42	1	1	
0x2C5C50	sub_7FF91DF25C50	0x1D	1	0	
0x2C5C70	sub_7FF91DF25C70	0x77	1	3	view object

0x2C5CF0	sub_7FF91DF25CF0	0x49	1	1	
0x2C5D40	sub_7FF91DF25D40	0x22	2	1	
0x2C5D70	sub_7FF91DF25D70	0x89	1	1	
0x2C5E00	sub_7FF91DF25E00	0x67	0	1	
0x2C5E70	sub_7FF91DF25E70	0x67	0	1	
0x2C5EE0	sub_7FF91DF25EE0	0x370	1	12	2 | ViewObject/WindowPosition
0x2C6250	sub_7FF91DF26250	0x72	1	1	
0x2C62D0	sub_7FF91DF262D0	0x275	1	9	2 | %d, | %s,%d,%d | , | ViewObject/WindowPosition
0x2C6550	sub_7FF91DF26550	0x37	1	1	
0x2C6590	sub_7FF91DF26590	0x14	8	0	
0x2C65B0	sub_7FF91DF265B0	0x2A	1	0	
0x2C65E0	sub_7FF91DF265E0	0xF	0	0	
0x2C65F0	sub_7FF91DF265F0	0x3A	1	1	
0x2C6630	sub_7FF91DF26630	0x112	1	5	
0x2C6750	sub_7FF91DF26750	0x1DA	1	8	
0x2C6930	sub_7FF91DF26930	0x76	1	4	
0x2C69B0	sub_7FF91DF269B0	0x266	3	7	
0x2C6C20	sub_7FF91DF26C20	0x84	0	3	
0x2C6CB0	sub_7FF91DF26CB0	0x74E	3	18	2 | name : %s | value %d : %s |  > %s | bitmap : %s | position : %d,%d | size : %d,%d
0x2C7400	sub_7FF91DF27400	0x7B	2	3	<size>%d,%d</size> | <position>%d,%d</position>
0x2C7480	sub_7FF91DF27480	0x84	3	2	
0x2C7510	sub_7FF91DF27510	0x283	1	6	
0x2C77A0	sub_7FF91DF277A0	0x9C	3	3	
0x2C7840	sub_7FF91DF27840	0x7D	2	1	
0x2C78C0	sub_7FF91DF278C0	0x5E	1	2	
0x2C7920	sub_7FF91DF27920	0x3B	0	0	
0x2C7960	sub_7FF91DF27960	0xC03	0	23	2 | color | width | mode | baseWidth | color | baseColor | radius
0x2C8570	sub_7FF91DF28570	0x51A	0	13	2 | Unable to create. | Value references are necessary. | Referred value must be integer. | Unable to create bitmap. | Unable to create color reference. | Unable to find text writer reference.
0x2C8A90	sub_7FF91DF28A90	0x3E5	0	7	2
0x2C8ED0	sub_7FF91DF28ED0	0x67	0	0	
0x2C8F40	sub_7FF91DF28F40	0xB	0	0	
0x2C8F50	sub_7FF91DF28F50	0x11C	0	4	
0x2C9070	sub_7FF91DF29070	0x14	1	0	
0x2C9090	sub_7FF91DF29090	0x57	3	2	
0x2C90F0	?_Xlen@?$vector@PEAXV?$allocator@PEAX@std@@@std@@IEBAXXZ_53	0x11	1	1	vector<T> too long
0x2C9110	sub_7FF91DF29110	0x42	1	1	
0x2C9160	sub_7FF91DF29160	0x80	2	0	
0x2C91E0	sub_7FF91DF291E0	0x36	0	1	
0x2C9220	sub_7FF91DF29220	0x57	0	3	
0x2C9280	sub_7FF91DF29280	0x331	1	10	2 | bitmapRef | direction | direction must be 0 or 1. | direction is invalid.
0x2C95C0	sub_7FF91DF295C0	0x224	0	8	2 | Unable to create. | Unable to create bitmap or find bitmap r | Bitmap state size must be larger than dr
0x2C97F0	sub_7FF91DF297F0	0x56	0	1	
0x2C9850	sub_7FF91DF29850	0xA9	0	4	barGraph | H
0x2C9900	sub_7FF91DF29900	0x20	0	1	
0x2C9920	sub_7FF91DF29920	0xE2	0	2	
0x2C9A10	sub_7FF91DF29A10	0x88	3	0	
0x2C9AA0	sub_7FF91DF29AA0	0x27	2	0	
0x2C9AD0	sub_7FF91DF29AD0	0x63	1	2	
0x2C9B40	sub_7FF91DF29B40	0xA5	1	2	list<T> too long
0x2C9BF0	sub_7FF91DF29BF0	0x28	1	1	@SH
0x2C9C20	sub_7FF91DF29C20	0x14	1	0	
0x2C9C40	sub_7FF91DF29C40	0xF1	1	4	@SH
0x2C9D40	sub_7FF91DF29D40	0x14	2	0	
0x2C9D60	sub_7FF91DF29D60	0xB2	0	5	
0x2C9E20	sub_7FF91DF29E20	0x40	0	2	
0x2C9E60	sub_7FF91DF29E60	0xB49	0	24	2 | stringTableRef | offsetValue | @SH | H | bitmapRef | Unable to convert text operator. | direction
0x2CA9B0	sub_7FF91DF2A9B0	0x59F	0	17	2 | Unable to create. | Unable to interpret enable condition. | Value references are necessary. | Value must be integer. | Value range must be greater than 1. | Unable to create text operator. | Unable to find bar color reference.
0x2CAF50	sub_7FF91DF2AF50	0xB3	0	2	
0x2CB010	sub_7FF91DF2B010	0x120	0	5	
0x2CB130	sub_7FF91DF2B130	0x67	0	3	
0x2CB1A0	sub_7FF91DF2B1A0	0x73	0	2	
0x2CB220	sub_7FF91DF2B220	0xC7	0	5	
0x2CB2F0	sub_7FF91DF2B2F0	0x5D	0	1	
0x2CB350	sub_7FF91DF2B350	0x35	0	1	
0x2CB390	sub_7FF91DF2B390	0x79	0	1	
0x2CB410	sub_7FF91DF2B410	0x1B7	0	3	
0x2CB5D0	sub_7FF91DF2B5D0	0xE4	0	1	
0x2CB6C0	sub_7FF91DF2B6C0	0x150	0	7	
0x2CB810	sub_7FF91DF2B810	0x82	2	1	
0x2CB8C0	sub_7FF91DF2B8C0	0x88	3	2	
0x2CB950	sub_7FF91DF2B950	0x1A9	2	5	
0x2CBB00	sub_7FF91DF2BB00	0x24C	2	6	
0x2CBD50	sub_7FF91DF2BD50	0x7F	2	1	
0x2CBDD0	sub_7FF91DF2BDD0	0xC	1	0	
0x2CBDE0	sub_7FF91DF2BDE0	0x5F3	4	16	2 | bitmapRef | textWriterRef | label | flatLabel | enableCondition | feedback | flatLabel is invalid.
0x2CC3E0	sub_7FF91DF2C3E0	0x2AF	0	9	2 | There is no value reference for latch bu | onValue | lue | e | offValue
0x2CC690	sub_7FF91DF2C690	0x248	1	6	function | arguments | s | action | on
0x2CC8E0	sub_7FF91DF2C8E0	0x31F	4	11	2 | Unable to create. | Unable to interpret enableCondition. | Unable to create bitmap or find bitmap r | Unable to find text writer reference.
0x2CCC00	sub_7FF91DF2CC00	0x415	0	12	2 | Unable to create. | 1 | Latch button bitmap must have valid stat | Unable to interpret on value for latch b | Unable to interpret off value for latch  | Referred value type must be integer for 
0x2CD020	sub_7FF91DF2D020	0x218	0	9	2 | Unable to create. | 1 | Unlatch button bitmap must have valid st
0x2CD240	sub_7FF91DF2D240	0x13F	0	5	
0x2CD380	sub_7FF91DF2D380	0x28	2	0	
0x2CD3B0	sub_7FF91DF2D3B0	0x31	0	1	
0x2CD3F0	sub_7FF91DF2D3F0	0x31	0	1	
0x2CD430	sub_7FF91DF2D430	0x9	1	0	
0x2CD440	sub_7FF91DF2D440	0x5	0	0	
0x2CD450	sub_7FF91DF2D450	0x5	0	0	
0x2CD460	sub_7FF91DF2D460	0x5	0	0	
0x2CD470	sub_7FF91DF2D470	0x224	0	11	
0x2CD6A0	sub_7FF91DF2D6A0	0x5	2	0	
0x2CD6B0	sub_7FF91DF2D6B0	0x124	0	11	2
0x2CD7E0	sub_7FF91DF2D7E0	0x5	6	0	
0x2CD7F0	sub_7FF91DF2D7F0	0x104	0	10	
0x2CD900	sub_7FF91DF2D900	0xD4	0	6	2
0x2CD9E0	sub_7FF91DF2D9E0	0x33	1	0	1
0x2CDA20	sub_7FF91DF2DA20	0xB	0	0	
0x2CDA30	sub_7FF91DF2DA30	0xB	0	0	
0x2CDA90	sub_7FF91DF2DA90	0x15	1	0	
0x2CDAB0	sub_7FF91DF2DAB0	0x3E	0	1	
0x2CDAF0	sub_7FF91DF2DAF0	0x49	3	1	
0x2CDB40	sub_7FF91DF2DB40	0x120	0	4	
0x2CDC60	sub_7FF91DF2DC60	0xBF	2	2	
0x2CDD20	sub_7FF91DF2DD20	0xAB	9	2	
0x2CDDD0	sub_7FF91DF2DDD0	0x14	1	0	
0x2CDDF0	?_Xlen@?$vector@PEAXV?$allocator@PEAX@std@@@std@@IEBAXXZ_54	0x11	3	1	vector<T> too long
0x2CDE10	?_Xlen@?$vector@PEAXV?$allocator@PEAX@std@@@std@@IEBAXXZ_55	0x11	1	1	vector<T> too long
0x2CDE30	sub_7FF91DF2DE30	0x42	3	1	
0x2CDE80	sub_7FF91DF2DE80	0x42	1	1	
0x2CDED0	sub_7FF91DF2DED0	0x323	0	11	2 | divisionItemOffset | divisionStringTableRef | divisionDelimiter | Delimiter | r | divisionItemOffset is invalid. | Unable to find divisionStringTableRef.
0x2CE200	sub_7FF91DF2E200	0x405	0	18	2 | Unable to create. | Referred value type must be integer. | stringTableRef must be specified when us | Summation of element count in divisionSt
0x2CE610	sub_7FF91DF2E610	0x2E2	0	23	2
0x2CE900	sub_7FF91DF2E900	0xE	0	0	
0x2CE910	sub_7FF91DF2E910	0x7A	0	5	
0x2CE990	sub_7FF91DF2E990	0x61	0	4	
0x2CEA00	sub_7FF91DF2EA00	0x7	0	0	
0x2CEA10	sub_7FF91DF2EA10	0xE	0	0	
0x2CEA20	sub_7FF91DF2EA20	0x8C	2	2	
0x2CEAB0	sub_7FF91DF2EAB0	0x20	0	1	
0x2CEAD0	sub_7FF91DF2EAD0	0x22	1	0	
0x2CEB00	sub_7FF91DF2EB00	0x311	10	10	2 | valueRef
0x2CEE20	sub_7FF91DF2EE20	0xCF	9	6	2 | Unable to create control.
0x2CEEF0	sub_7FF91DF2EEF0	0x5	0	0	
0x2CEF00	sub_7FF91DF2EF00	0x42	0	2	
0x2CEF50	sub_7FF91DF2EF50	0xF2	0	7	2 | %s : %s : %s : %s

0x2CF050	sub_7FF91DF2F050	0xEA	0	7	2 | %s : %s : %s

0x2CF140	sub_7FF91DF2F140	0x21	0	0	
0x2CF170	sub_7FF91DF2F170	0x34	0	2	
0x2CF1B0	sub_7FF91DF2F1B0	0x34	0	2	
0x2CF1F0	sub_7FF91DF2F1F0	0x2F	0	1	
0x2CF220	sub_7FF91DF2F220	0x44	3	3	
0x2CF270	sub_7FF91DF2F270	0x12	4	0	
0x2CF290	sub_7FF91DF2F290	0xB	0	0	
0x2CF2A0	sub_7FF91DF2F2A0	0x2B	0	1	
0x2CF2D0	sub_7FF91DF2F2D0	0xF2	16	7	2 | %s : %s : %s : %s

0x2CF3D0	sub_7FF91DF2F3D0	0xEA	8	7	2 | %s : %s : %s

0x2CF4C0	sub_7FF91DF2F4C0	0x39	1	0	
0x2CF500	sub_7FF91DF2F500	0xFA	1	3	
0x2CF600	sub_7FF91DF2F600	0x29C	6	11	2 | popup | timeout | timeout is invalid. | popup is invalid.
0x2CF8A0	sub_7FF91DF2F8A0	0x196	3	11	2 | Unable to create.
0x2CFA40	sub_7FF91DF2FA40	0x294	0	13	2
0x2CFCE0	sub_7FF91DF2FCE0	0xF	0	0	
0x2CFCF0	sub_7FF91DF2FCF0	0x84	2	6	
0x2CFD80	sub_7FF91DF2FD80	0xE	0	0	
0x2CFD90	sub_7FF91DF2FD90	0x268	0	16	2
0x2D0000	sub_7FF91DF30000	0x32	0	1	
0x2D0040	sub_7FF91DF30040	0x14	1	0	
0x2D0060	sub_7FF91DF30060	0x14	1	0	
0x2D0080	sub_7FF91DF30080	0x6C	10	0	
0x2D00F0	sub_7FF91DF300F0	0x78	2	4	
0x2D0190	sub_7FF91DF30190	0x31	0	2	
0x2D01D0	sub_7FF91DF301D0	0x44	0	2	
0x2D0220	sub_7FF91DF30220	0x44	0	2	
0x2D0270	sub_7FF91DF30270	0x44	0	2	
0x2D02C0	sub_7FF91DF302C0	0x244	4	10	2 | Unable to convert key operator. | Unable to convert tip bar operator.
0x2D0510	sub_7FF91DF30510	0x211	5	7	2 | Unable to create. | Unable to create key operator. | Unable to create tip bar operator.
0x2D0730	sub_7FF91DF30730	0x4C	1	2	
0x2D0780	sub_7FF91DF30780	0x13B	1	9	
0x2D08C0	sub_7FF91DF308C0	0x61	1	3	
0x2D0930	sub_7FF91DF30930	0x73	1	2	
0x2D09B0	sub_7FF91DF309B0	0x80	0	6	
0x2D0A30	sub_7FF91DF30A30	0x20	2	1	
0x2D0A50	sub_7FF91DF30A50	0x32	0	2	
0x2D0AB0	sub_7FF91DF30AB0	0x8	4	0	
0x2D0AC0	sub_7FF91DF30AC0	0xC6	1	3	
0x2D0B90	sub_7FF91DF30B90	0x3E	0	2	
0x2D0BD0	sub_7FF91DF30BD0	0x1B	0	0	
0x2D0BF0	sub_7FF91DF30BF0	0xAB	0	2	
0x2D0CA0	sub_7FF91DF30CA0	0x26	0	1	
0x2D0CD0	sub_7FF91DF30CD0	0x5FE	0	14	2 | bitmapRef | tableSize | currentColor | alwaysActive | highlight | Unable to find bitmap. | tableSize is invalid.
0x2D12D0	sub_7FF91DF312D0	0x163	0	7	2 | Unable to create. | Unable to create bitmap.
0x2D1440	sub_7FF91DF31440	0xAB	0	2	
0x2D14F0	sub_7FF91DF314F0	0x219	0	5	
0x2D1710	sub_7FF91DF31710	0xD9	0	3	
0x2D17F0	sub_7FF91DF317F0	0x28	0	1	
0x2D1820	sub_7FF91DF31820	0xA9	0	4	iconList | H
0x2D18D0	sub_7FF91DF318D0	0x169	0	6	
0x2D1A40	sub_7FF91DF31A40	0x224	0	8	
0x2D1C70	sub_7FF91DF31C70	0x72	0	5	
0x2D1CF0	sub_7FF91DF31CF0	0x68	6	5	
0x2D1D60	sub_7FF91DF31D60	0x33	0	2	
0x2D1DD0	sub_7FF91DF31DD0	0xF5	6	5	
0x2D1ED0	sub_7FF91DF31ED0	0x73	0	0	
0x2D1F70	sub_7FF91DF31F70	0x63	0	0	
0x2D1FE0	sub_7FF91DF31FE0	0x6B	0	3	
0x2D2050	sub_7FF91DF32050	0x270	1	9	2 | rotate | deltaValue | deltaValue is invalid. | rotate is invalid.
0x2D22C0	sub_7FF91DF322C0	0x18E	1	9	2 | Unable to create. | delta value is too small/large for the v
0x2D2450	sub_7FF91DF32450	0x40	0	2	
0x2D2490	sub_7FF91DF32490	0x49	1	1	
0x2D24E0	sub_7FF91DF324E0	0x8A	0	7	
0x2D2570	sub_7FF91DF32570	0xB9	0	8	
0x2D2660	sub_7FF91DF32660	0x83	3	2	
0x2D26F0	sub_7FF91DF326F0	0x1A6	1	4	
0x2D28A0	sub_7FF91DF328A0	0x15	0	0	
0x2D28C0	sub_7FF91DF328C0	0x75	1	1	
0x2D2940	sub_7FF91DF32940	0x5C	2	2	
0x2D29A0	sub_7FF91DF329A0	0xB0	1	2	
0x2D2A50	sub_7FF91DF32A50	0x9E	1	2	
0x2D2AF0	sub_7FF91DF32AF0	0x125	1	5	
0x2D2C20	sub_7FF91DF32C20	0x17C	1	7	
0x2D2DA0	sub_7FF91DF32DA0	0xB	8	0	
0x2D2DB0	sub_7FF91DF32DB0	0x10	1	0	
0x2D2DC0	sub_7FF91DF32DC0	0x5B	2	2	
0x2D2E20	sub_7FF91DF32E20	0x5	1	0	
0x2D2E30	sub_7FF91DF32E30	0x15C	0	3	
0x2D2F90	sub_7FF91DF32F90	0x10	0	0	
0x2D2FA0	sub_7FF91DF32FA0	0x2B	0	1	
0x2D2FD0	sub_7FF91DF32FD0	0x17F	0	4	
0x2D3190	sub_7FF91DF33190	0xB14	0	17	2 | bitmapRef | keyRange | chromaticRect | chromaticOffset | textWriterRef | Unable to find bitmap. | keyRange is invalid.
0x2D3CB0	sub_7FF91DF33CB0	0x16B	0	8	2 | Unable to create. | Unable to create bitmap.
0x2D3E20	sub_7FF91DF33E20	0x1CA	0	12	2 | + | Octave Shift = %s%d
0x2D3FF0	sub_7FF91DF33FF0	0x105	0	2	
0x2D4100	sub_7FF91DF34100	0x7	0	0	
0x2D4140	sub_7FF91DF34140	0xA9	0	4	keyboardX | H
0x2D41F0	sub_7FF91DF341F0	0x1A8	0	7	
